0.705800354,0.495508969
0.694437802,0.51721555
0.692840874,0.502994001
0.692607522,0.514221549
0.696546793,0.522455096
0.692979455,0.5
0.694491088,0.511227548
0.694126904,0.511227548
0.692981303,0.516467094
0.691396713,0.51721555
0.693346322,0.502282739
0.69198668,0.50400418
0.693681538,0.505950153
0.688561082,0.511937737
0.686659753,0.529825628
0.661847413,0.57615447
0.628099978,0.616346061
0.594715357,0.653244495
0.516259909,0.721278369
0.460124582,0.760496974
0.4287332,0.781678021
0.390159488,0.800464034
0.359787852,0.819848835
0.376877546,0.813112795
0.319482446,0.842377067
0.29018867,0.851807475
0.269933462,0.860489488
0.27537474,0.867375195
0.265154511,0.868647575
0.259488672,0.869695365
0.249518558,0.871192276
0.240547463,0.881969929
0.231058225,0.87695533
0.22998558,0.885337949
0.229506209,0.88661027
0.363441467,0.840269446
0.34256044,0.846556902
0.291173607,0.867664695
0.343972713,0.85374254
0.29686591,0.871107757
0.280166239,0.877994001
0.33073321,0.872754514
0.345993787,0.858832359
0.267633319,0.881287396
0.283302188,0.880089819
0.282942533,0.891017973
0.289917827,0.887425125
0.297555894,0.877095819
0.307855695,0.884880245
0.321035296,0.866467059
0.236929655,0.89520961
0.364972949,0.855389237
0.249881104,0.88413173
0.262153298,0.887425125
0.213614166,0.906437099
0.235910401,0.895509005
0.232824028,0.911227524
0.225002334,0.903143704
0.264189839,0.896107793
0.226986676,0.916916192
0.177511811,0.925149679
0.215454996,0.914071858
0.180842996,0.924251497
0.187943161,0.927994013
0.189054281,0.924401224
0.239836499,0.918562889
0.225717455,0.920958102
0.214491338,0.926496983
0.197588697,0.924700618
0.159485176,0.936077833
0.144478306,0.942215562
0.191498458,0.932335317
0.185697496,0.934580863
0.141725302,0.942964077
0.205223233,0.92814374
0.220527023,0.926646709
0.195227638,0.935928166
0.195767447,0.933982015
0.219763771,0.924401224
0.161203295,0.937125742
0.179311737,0.930838346
0.1923545,0.931287408
0.135884896,0.948802412
0.231280044,0.914071858
0.170817882,0.933083832
0.137596354,0.94790417
0.157376543,0.944610775
0.13055858,0.952395201
0.154233634,0.942964077
0.182669833,0.935329318
0.20152308,0.937425137
0.168525875,0.944461107
0.2199855,0.929491043
0.168226153,0.938023925
0.142620608,0.9494012
0.150586843,0.946407199
0.140663654,0.94685626
0.123180971,0.955688596
0.135307789,0.950748503
0.129479736,0.949850321
0.170096636,0.945508957
0.172822237,0.948203564
0.119138822,0.95344311
0.13824299,0.951796412
0.131256223,0.95089823
0.139047667,0.953143716
0.090604633,0.958383262
0.094322704,0.958832324
0.175996616,0.940718591
0.154106513,0.945508957
0.124720648,0.957634747
0.123371921,0.95194608
0.138795689,0.954041898
0.139304072,0.949700594
0.129075363,0.959281445
0.157107651,0.944461107
0.237421766,0.914371252
0.206452683,0.926496983
0.143806025,0.950149715
0.115815625,0.954491019
0.220285594,0.939221561
0.27996546,0.922155678
0.165102378,0.94026947
0.112786233,0.955538929
0.112415001,0.961077869
0.164877117,0.94026947
0.133558273,0.948503017
0.203702703,0.935778439
0.13123332,0.960778415
0.191489458,0.941167653
0.141462743,0.945209563
0.115101151,0.955838323
0.164083302,0.940419137
0.210619569,0.941017985
0.131803542,0.95494014
0.095523477,0.962125778
0.119703591,0.959131718
0.098063298,0.964820385
0.162537962,0.952844322
0.176393166,0.943862259
0.188245118,0.948203564
0.152003735,0.956736505
0.107615449,0.96661675
0.198681638,0.942964077
0.265013546,0.915718555
0.144199759,0.959131718
0.086804703,0.967514992
0.179384261,0.945059896
0.123802617,0.954341292
0.197983503,0.941916168
0.102047235,0.964970052
0.099818833,0.967215598
0.193415701,0.94535929
0.10833542,0.964520931
0.086005934,0.96811378
0.120982654,0.963772476
0.096169718,0.966317356
0.092986375,0.963922143
0.124524683,0.963023961
0.180712119,0.949999988
0.112052687,0.962275445
0.104422145,0.966017962
0.174140215,0.95344311
0.153922215,0.95344311
0.123586982,0.960928142
0.09485773,0.969161689
0.093025401,0.968413174
0.11008428,0.965269446
0.10646227,0.961826324
0.097299725,0.967365265
0.158721089,0.950149715
0.162584439,0.946407199
0.166752264,0.949999988
0.095029905,0.969311357
0.103661381,0.961976051
0.096271746,0.967065871
0.162699685,0.937874258
0.133701012,0.951047897
0.128758609,0.959880233
0.128127933,0.956886232
0.134052947,0.960179627
0.095240772,0.964820385
0.239657998,0.915868282
0.151511043,0.94790417
0.111122206,0.96811378
0.088361643,0.968712568
0.082419343,0.968562901
0.110197589,0.964520931
0.089482427,0.971856296
0.098319642,0.967365265
0.127548411,0.958083808
0.122994386,0.959880233
0.190212831,0.937724531
0.159002706,0.955239534
0.140458047,0.949700594
0.094182014,0.967514992
0.102966055,0.968263447
0.107509106,0.966017962
0.192187771,0.942664683
0.120375492,0.961826324
0.129808307,0.952993989
0.125346944,0.962275445
0.213407636,0.939520955
0.141194448,0.948952079
0.155307651,0.956586838
0.10203395,0.968862295
0.113947831,0.956586838
0.159377307,0.948353291
0.156311497,0.950149715
0.137861162,0.957035899
0.116793148,0.960479021
0.089381866,0.972305417
